image_path,category,width,height,aspect_ratio,channels,avg_intensity
dataset/train\Batik Megamendung\15.jpg,Batik Megamendung,224,224,1.0,3,71.2
dataset/train\Batik Megamendung\16.jpg,Batik Megamendung,224,224,1.0,3,94.27
dataset/train\Batik Megamendung\17.jpg,Batik Megamendung,224,224,1.0,3,154.74
dataset/train\Batik Megamendung\18.jpg,Batik Megamendung,224,224,1.0,3,146.09
dataset/train\Batik Megamendung\19.jpg,Batik Megamendung,224,224,1.0,3,108.8
dataset/train\Batik Megamendung\2.jpg,Batik Megamendung,224,224,1.0,3,105.63
dataset/train\Batik Megamendung\20.jpg,Batik Megamendung,224,224,1.0,3,80.46
dataset/train\Batik Megamendung\21.jpg,Batik Megamendung,224,224,1.0,3,126.27
dataset/train\Batik Megamendung\22.jpg,Batik Megamendung,224,224,1.0,3,154.62
dataset/train\Batik Megamendung\23.jpg,Batik Megamendung,224,224,1.0,3,63.6
dataset/train\Batik Megamendung\24.jpg,Batik Megamendung,224,224,1.0,3,101.42
dataset/train\Batik Megamendung\25.jpg,Batik Megamendung,224,224,1.0,3,122.28
dataset/train\Batik Megamendung\26.jpg,Batik Megamendung,224,224,1.0,3,96.29
dataset/train\Batik Megamendung\27.jpg,Batik Megamendung,224,224,1.0,3,105.3
dataset/train\Batik Megamendung\28.jpg,Batik Megamendung,224,224,1.0,3,199.92
dataset/train\Batik Megamendung\29.jpg,Batik Megamendung,224,224,1.0,3,164.42
dataset/train\Batik Megamendung\3.jpg,Batik Megamendung,224,224,1.0,3,122.31
dataset/train\Batik Megamendung\30.jpg,Batik Megamendung,224,224,1.0,3,152.23
dataset/train\Batik Megamendung\31.jpg,Batik Megamendung,224,224,1.0,3,124.13
dataset/train\Batik Megamendung\32.jpg,Batik Megamendung,224,224,1.0,3,188.28
dataset/train\Batik Megamendung\33.jpg,Batik Megamendung,224,224,1.0,3,115.25
dataset/train\Batik Megamendung\34.jpg,Batik Megamendung,224,224,1.0,3,148.02
dataset/train\Batik Megamendung\35.jpg,Batik Megamendung,224,224,1.0,3,131.94
dataset/train\Batik Megamendung\36.jpg,Batik Megamendung,224,224,1.0,3,120.23
dataset/train\Batik Megamendung\37.jpg,Batik Megamendung,224,224,1.0,3,111.6
dataset/train\Batik Megamendung\38.jpg,Batik Megamendung,224,224,1.0,3,101.11
dataset/train\Batik Megamendung\39.jpg,Batik Megamendung,224,224,1.0,3,49.26
dataset/train\Batik Megamendung\4.jpg,Batik Megamendung,224,224,1.0,3,132.59
dataset/train\Batik Megamendung\40.jpg,Batik Megamendung,224,224,1.0,3,203.63
dataset/train\Batik Megamendung\41.jpg,Batik Megamendung,224,224,1.0,3,117.98
dataset/train\Batik Megamendung\42.jpg,Batik Megamendung,224,224,1.0,3,123.12
dataset/train\Batik Megamendung\43.jpg,Batik Megamendung,224,224,1.0,3,82.86
dataset/train\Batik Megamendung\44.jpg,Batik Megamendung,224,224,1.0,3,140.11
dataset/train\Batik Megamendung\45.jpg,Batik Megamendung,224,224,1.0,3,122.24
dataset/train\Batik Megamendung\46.jpg,Batik Megamendung,224,224,1.0,3,80.56
dataset/train\Batik Megamendung\47.jpg,Batik Megamendung,224,224,1.0,3,161.87
dataset/train\Batik Megamendung\48.jpg,Batik Megamendung,224,224,1.0,3,97.55
dataset/train\Batik Megamendung\49.jpg,Batik Megamendung,224,224,1.0,3,108.68
dataset/train\Batik Megamendung\5.jpg,Batik Megamendung,224,224,1.0,3,225.27
dataset/train\Batik Megamendung\50.jpg,Batik Megamendung,224,224,1.0,3,80.76
dataset/train\Batik Megamendung\51.jpg,Batik Megamendung,224,224,1.0,3,163.94
dataset/train\Batik Megamendung\52.jpg,Batik Megamendung,224,224,1.0,3,113.22
dataset/train\Batik Megamendung\53.jpg,Batik Megamendung,224,224,1.0,3,168.3
dataset/train\Batik Megamendung\54.jpg,Batik Megamendung,224,224,1.0,3,174.87
dataset/train\Batik Megamendung\55.jpg,Batik Megamendung,224,224,1.0,3,103.69
dataset/train\Batik Megamendung\56.jpg,Batik Megamendung,224,224,1.0,3,125.28
dataset/train\Batik Megamendung\57.jpg,Batik Megamendung,224,224,1.0,3,156.33
dataset/train\Batik Megamendung\58.jpg,Batik Megamendung,224,224,1.0,3,118.9
dataset/train\Batik Megamendung\59.jpg,Batik Megamendung,224,224,1.0,3,108.93
dataset/train\Batik Megamendung\6.jpg,Batik Megamendung,224,224,1.0,3,94.84
dataset/train\Batik Megamendung\60.jpg,Batik Megamendung,224,224,1.0,3,143.72
dataset/train\Batik Megamendung\61.jpg,Batik Megamendung,224,224,1.0,3,109.48
dataset/train\Batik Megamendung\62.jpg,Batik Megamendung,224,224,1.0,3,145.98
dataset/train\Batik Megamendung\63.jpg,Batik Megamendung,224,224,1.0,3,119.55
dataset/train\Batik Megamendung\64.jpg,Batik Megamendung,224,224,1.0,3,96.22
dataset/train\Batik Megamendung\65.jpg,Batik Megamendung,224,224,1.0,3,175.01
dataset/train\Batik Megamendung\66.jpg,Batik Megamendung,224,224,1.0,3,129.46
dataset/train\Batik Megamendung\67.jpg,Batik Megamendung,224,224,1.0,3,135.87
dataset/train\Batik Megamendung\68.jpg,Batik Megamendung,224,224,1.0,3,126.06
dataset/train\Batik Megamendung\69.jpg,Batik Megamendung,224,224,1.0,3,193.19
dataset/train\Batik Megamendung\7.jpg,Batik Megamendung,224,224,1.0,3,122.45
dataset/train\Batik Megamendung\8.jpg,Batik Megamendung,224,224,1.0,3,82.16
dataset/train\Batik Megamendung\9.jpg,Batik Megamendung,224,224,1.0,3,105.7
dataset/train\Batik Pala\0.jpg,Batik Pala,224,224,1.0,3,74.84
dataset/train\Batik Pala\1.jpg,Batik Pala,224,224,1.0,3,131.02
dataset/train\Batik Pala\10.jpg,Batik Pala,224,224,1.0,3,161.7
dataset/train\Batik Pala\11.jpg,Batik Pala,224,224,1.0,3,89.31
dataset/train\Batik Pala\12.jpg,Batik Pala,224,224,1.0,3,125.01
dataset/train\Batik Pala\13.jpg,Batik Pala,224,224,1.0,3,123.09
dataset/train\Batik Pala\14.jpg,Batik Pala,224,224,1.0,3,98.95
dataset/train\Batik Pala\15.jpg,Batik Pala,224,224,1.0,3,111.64
dataset/train\Batik Pala\16.jpg,Batik Pala,224,224,1.0,3,126.35
dataset/train\Batik Pala\17.jpg,Batik Pala,224,224,1.0,3,129.04
dataset/train\Batik Pala\18.jpg,Batik Pala,224,224,1.0,3,103.36
dataset/train\Batik Pala\19.jpg,Batik Pala,224,224,1.0,3,109.71
dataset/train\Batik Pala\2.jpg,Batik Pala,224,224,1.0,3,180.5
dataset/train\Batik Pala\20.jpg,Batik Pala,224,224,1.0,3,118.32
dataset/train\Batik Pala\21.jpg,Batik Pala,224,224,1.0,3,116.0
dataset/train\Batik Pala\22.jpg,Batik Pala,224,224,1.0,3,129.45
dataset/train\Batik Pala\23.jpg,Batik Pala,224,224,1.0,3,123.56
dataset/train\Batik Pala\24.jpg,Batik Pala,224,224,1.0,3,86.96
dataset/train\Batik Pala\25.jpg,Batik Pala,224,224,1.0,3,114.74
dataset/train\Batik Pala\26.jpg,Batik Pala,224,224,1.0,3,118.6
dataset/train\Batik Pala\27.jpg,Batik Pala,224,224,1.0,3,83.04
dataset/train\Batik Pala\28.jpg,Batik Pala,224,224,1.0,3,101.71
dataset/train\Batik Pala\29.jpg,Batik Pala,224,224,1.0,3,110.12
dataset/train\Batik Pala\3.jpg,Batik Pala,224,224,1.0,3,195.11
dataset/train\Batik Pala\30.jpg,Batik Pala,224,224,1.0,3,103.93
dataset/train\Batik Pala\31.jpg,Batik Pala,224,224,1.0,3,179.05
dataset/train\Batik Pala\32.jpg,Batik Pala,224,224,1.0,3,113.47
dataset/train\Batik Pala\33.jpg,Batik Pala,224,224,1.0,3,88.85
dataset/train\Batik Pala\34.jpg,Batik Pala,224,224,1.0,3,77.35
dataset/train\Batik Pala\35.jpg,Batik Pala,224,224,1.0,3,94.23
dataset/train\Batik Pala\36.jpg,Batik Pala,224,224,1.0,3,143.2
dataset/train\Batik Pala\37.jpg,Batik Pala,224,224,1.0,3,104.09
dataset/train\Batik Pala\38.jpg,Batik Pala,224,224,1.0,3,101.49
dataset/train\Batik Pala\39.jpg,Batik Pala,224,224,1.0,3,129.89
dataset/train\Batik Pala\4.jpg,Batik Pala,224,224,1.0,3,110.06
dataset/train\Batik Pala\40.jpg,Batik Pala,224,224,1.0,3,83.05
dataset/train\Batik Pala\41.jpg,Batik Pala,224,224,1.0,3,102.43
dataset/train\Batik Pala\42.jpg,Batik Pala,224,224,1.0,3,117.85
dataset/train\Batik Pala\43.jpg,Batik Pala,224,224,1.0,3,86.54
dataset/train\Batik Pala\44.jpg,Batik Pala,224,224,1.0,3,155.2
dataset/train\Batik Pala\45.jpg,Batik Pala,224,224,1.0,3,57.53
dataset/train\Batik Pala\46.jpg,Batik Pala,224,224,1.0,3,104.83
dataset/train\Batik Pala\47.jpg,Batik Pala,224,224,1.0,3,119.77
dataset/train\Batik Pala\48.jpg,Batik Pala,224,224,1.0,3,104.12
dataset/train\Batik Pala\49.jpg,Batik Pala,224,224,1.0,3,88.39
dataset/train\Batik Pala\5.jpg,Batik Pala,224,224,1.0,3,103.74
dataset/train\Batik Pala\50.jpg,Batik Pala,224,224,1.0,3,106.31
dataset/train\Batik Pala\51.jpg,Batik Pala,224,224,1.0,3,112.94
dataset/train\Batik Pala\52.jpg,Batik Pala,224,224,1.0,3,70.13
dataset/train\Batik Pala\53.jpg,Batik Pala,224,224,1.0,3,91.63
dataset/train\Batik Pala\54.jpg,Batik Pala,224,224,1.0,3,106.38
dataset/train\Batik Pala\55.jpg,Batik Pala,224,224,1.0,3,106.24
dataset/train\Batik Pala\56.jpg,Batik Pala,224,224,1.0,3,106.73
dataset/train\Batik Pala\57.jpg,Batik Pala,224,224,1.0,3,100.54
dataset/train\Batik Pala\58.jpg,Batik Pala,224,224,1.0,3,88.21
dataset/train\Batik Pala\59.jpg,Batik Pala,224,224,1.0,3,110.74
dataset/train\Batik Pala\6.jpg,Batik Pala,224,224,1.0,3,108.65
dataset/train\Batik Pala\60.jpg,Batik Pala,224,224,1.0,3,208.95
dataset/train\Batik Pala\61.jpg,Batik Pala,224,224,1.0,3,143.2
dataset/train\Batik Pala\62.jpg,Batik Pala,224,224,1.0,3,101.54
dataset/train\Batik Pala\63.jpg,Batik Pala,224,224,1.0,3,116.73
dataset/train\Batik Pala\64.jpg,Batik Pala,224,224,1.0,3,118.65
dataset/train\Batik Pala\65.jpg,Batik Pala,224,224,1.0,3,110.85
dataset/train\Batik Pala\66.jpg,Batik Pala,224,224,1.0,3,80.71
dataset/train\Batik Pala\67.jpg,Batik Pala,224,224,1.0,3,135.0
dataset/train\Batik Pala\68.jpg,Batik Pala,224,224,1.0,3,89.82
dataset/train\Batik Pala\69.jpg,Batik Pala,224,224,1.0,3,95.16
dataset/train\Batik Pala\7.jpg,Batik Pala,224,224,1.0,3,218.82
dataset/train\Batik Pala\8.jpg,Batik Pala,224,224,1.0,3,81.45
dataset/train\Batik Pala\9.jpg,Batik Pala,224,224,1.0,3,197.98
dataset/train\Batik Parang\0.jpg,Batik Parang,224,224,1.0,3,121.5
dataset/train\Batik Parang\1.jpg,Batik Parang,224,224,1.0,3,143.71
dataset/train\Batik Parang\10.jpg,Batik Parang,224,224,1.0,3,187.04
dataset/train\Batik Parang\11.jpg,Batik Parang,224,224,1.0,3,171.17
dataset/train\Batik Parang\12.jpg,Batik Parang,224,224,1.0,3,57.07
dataset/train\Batik Parang\13.jpg,Batik Parang,224,224,1.0,3,96.09
dataset/train\Batik Parang\14.jpg,Batik Parang,224,224,1.0,3,96.69
dataset/train\Batik Parang\15.jpg,Batik Parang,224,224,1.0,3,78.87
dataset/train\Batik Parang\16.jpg,Batik Parang,224,224,1.0,3,125.68
dataset/train\Batik Parang\17.jpg,Batik Parang,224,224,1.0,3,100.2
dataset/train\Batik Parang\18.jpg,Batik Parang,224,224,1.0,3,65.24
dataset/train\Batik Parang\19.jpg,Batik Parang,224,224,1.0,3,79.76
dataset/train\Batik Parang\2.jpg,Batik Parang,224,224,1.0,3,115.23
dataset/train\Batik Parang\20.jpg,Batik Parang,224,224,1.0,3,102.46
dataset/train\Batik Parang\21.jpg,Batik Parang,224,224,1.0,3,142.07
dataset/train\Batik Parang\22.jpg,Batik Parang,224,224,1.0,3,92.3
dataset/train\Batik Parang\23.jpg,Batik Parang,224,224,1.0,3,140.21
dataset/train\Batik Parang\24.jpg,Batik Parang,224,224,1.0,3,142.77
dataset/train\Batik Parang\25.jpg,Batik Parang,224,224,1.0,3,76.11
dataset/train\Batik Parang\26.jpg,Batik Parang,224,224,1.0,3,90.94
dataset/train\Batik Parang\27.jpg,Batik Parang,224,224,1.0,3,99.35
dataset/train\Batik Parang\28.jpg,Batik Parang,224,224,1.0,3,128.73
dataset/train\Batik Parang\29.jpg,Batik Parang,224,224,1.0,3,121.66
dataset/train\Batik Parang\3.jpg,Batik Parang,224,224,1.0,3,178.48
dataset/train\Batik Parang\30.jpg,Batik Parang,224,224,1.0,3,58.77
dataset/train\Batik Parang\31.jpg,Batik Parang,224,224,1.0,3,137.94
dataset/train\Batik Parang\32.jpg,Batik Parang,224,224,1.0,3,110.24
dataset/train\Batik Parang\33.jpg,Batik Parang,224,224,1.0,3,105.21
dataset/train\Batik Parang\34.jpg,Batik Parang,224,224,1.0,3,63.4
dataset/train\Batik Parang\35.jpg,Batik Parang,224,224,1.0,3,86.2
dataset/train\Batik Parang\36.jpg,Batik Parang,224,224,1.0,3,171.52
dataset/train\Batik Parang\37.jpg,Batik Parang,224,224,1.0,3,104.92
dataset/train\Batik Parang\38.jpg,Batik Parang,224,224,1.0,3,82.76
dataset/train\Batik Parang\39.jpg,Batik Parang,224,224,1.0,3,123.04
dataset/train\Batik Parang\4.jpg,Batik Parang,224,224,1.0,3,153.62
dataset/train\Batik Parang\40.jpg,Batik Parang,224,224,1.0,3,139.67
dataset/train\Batik Parang\41.jpg,Batik Parang,224,224,1.0,3,144.08
dataset/train\Batik Parang\42.jpg,Batik Parang,224,224,1.0,3,78.15
dataset/train\Batik Parang\43.jpg,Batik Parang,224,224,1.0,3,111.85
dataset/train\Batik Parang\44.jpg,Batik Parang,224,224,1.0,3,76.33
dataset/train\Batik Parang\45.jpg,Batik Parang,224,224,1.0,3,80.31
dataset/train\Batik Parang\46.jpg,Batik Parang,224,224,1.0,3,133.4
dataset/train\Batik Parang\47.jpg,Batik Parang,224,224,1.0,3,112.83
dataset/train\Batik Parang\48.jpg,Batik Parang,224,224,1.0,3,101.18
dataset/train\Batik Parang\49.jpg,Batik Parang,224,224,1.0,3,103.9
dataset/train\Batik Parang\5.jpg,Batik Parang,224,224,1.0,3,113.12
dataset/train\Batik Parang\50.jpg,Batik Parang,224,224,1.0,3,77.32
dataset/train\Batik Parang\51.jpg,Batik Parang,224,224,1.0,3,111.07
dataset/train\Batik Parang\52.jpg,Batik Parang,224,224,1.0,3,148.03
dataset/train\Batik Parang\53.jpg,Batik Parang,224,224,1.0,3,121.21
dataset/train\Batik Parang\54.jpg,Batik Parang,224,224,1.0,3,127.28
dataset/train\Batik Parang\55.jpg,Batik Parang,224,224,1.0,3,111.66
dataset/train\Batik Parang\56.jpg,Batik Parang,224,224,1.0,3,101.17
dataset/train\Batik Parang\57.jpg,Batik Parang,224,224,1.0,3,83.01
dataset/train\Batik Parang\58.jpg,Batik Parang,224,224,1.0,3,195.46
dataset/train\Batik Parang\59.jpg,Batik Parang,224,224,1.0,3,171.45
dataset/train\Batik Parang\6.jpg,Batik Parang,224,224,1.0,3,110.2
dataset/train\Batik Parang\60.jpg,Batik Parang,224,224,1.0,3,139.52
dataset/train\Batik Parang\61.jpg,Batik Parang,224,224,1.0,3,180.36
dataset/train\Batik Parang\62.jpg,Batik Parang,224,224,1.0,3,135.24
dataset/train\Batik Parang\63.jpg,Batik Parang,224,224,1.0,3,125.89
dataset/train\Batik Parang\64.jpg,Batik Parang,224,224,1.0,3,107.38
dataset/train\Batik Parang\65.jpg,Batik Parang,224,224,1.0,3,126.68
dataset/train\Batik Parang\66.jpg,Batik Parang,224,224,1.0,3,140.85
dataset/train\Batik Parang\67.jpg,Batik Parang,224,224,1.0,3,135.04
dataset/train\Batik Parang\68.jpg,Batik Parang,224,224,1.0,3,127.07
dataset/train\Batik Parang\69.jpg,Batik Parang,224,224,1.0,3,126.91
dataset/train\Batik Parang\7.jpg,Batik Parang,224,224,1.0,3,81.74
dataset/train\Batik Parang\8.jpg,Batik Parang,224,224,1.0,3,78.01
dataset/train\Batik Parang\9.jpg,Batik Parang,224,224,1.0,3,83.75
dataset/train\Batik Poleng\0.jpg,Batik Poleng,224,224,1.0,3,178.27
dataset/train\Batik Poleng\1.jpg,Batik Poleng,224,224,1.0,3,109.97
dataset/train\Batik Poleng\10.jpg,Batik Poleng,224,224,1.0,3,155.2
dataset/train\Batik Poleng\11.jpg,Batik Poleng,224,224,1.0,3,225.27
dataset/train\Batik Poleng\12.jpg,Batik Poleng,224,224,1.0,3,69.29
dataset/train\Batik Poleng\13.jpg,Batik Poleng,224,224,1.0,3,87.04
dataset/train\Batik Poleng\14.jpg,Batik Poleng,224,224,1.0,3,71.77
dataset/train\Batik Poleng\15.jpg,Batik Poleng,224,224,1.0,3,120.19
dataset/train\Batik Poleng\16.jpg,Batik Poleng,224,224,1.0,3,178.54
dataset/train\Batik Poleng\17.jpg,Batik Poleng,224,224,1.0,3,177.33
dataset/train\Batik Poleng\18.jpg,Batik Poleng,224,224,1.0,3,89.25
dataset/train\Batik Poleng\19.jpg,Batik Poleng,224,224,1.0,3,107.45
dataset/train\Batik Poleng\2.jpg,Batik Poleng,224,224,1.0,3,148.64
dataset/train\Batik Poleng\20.jpg,Batik Poleng,224,224,1.0,3,159.42
dataset/train\Batik Poleng\21.jpg,Batik Poleng,224,224,1.0,3,185.45
dataset/train\Batik Poleng\22.jpg,Batik Poleng,224,224,1.0,3,152.74
dataset/train\Batik Poleng\23.jpg,Batik Poleng,224,224,1.0,3,123.71
dataset/train\Batik Poleng\24.jpg,Batik Poleng,224,224,1.0,3,86.07
dataset/train\Batik Poleng\25.jpg,Batik Poleng,224,224,1.0,3,125.0
dataset/train\Batik Poleng\26.jpg,Batik Poleng,224,224,1.0,3,109.74
dataset/train\Batik Poleng\27.jpg,Batik Poleng,224,224,1.0,3,111.95
dataset/train\Batik Poleng\28.jpg,Batik Poleng,224,224,1.0,3,107.06
dataset/train\Batik Poleng\29.jpg,Batik Poleng,224,224,1.0,3,122.46
dataset/train\Batik Poleng\3.jpg,Batik Poleng,224,224,1.0,3,92.29
dataset/train\Batik Poleng\30.jpg,Batik Poleng,224,224,1.0,3,145.72
dataset/train\Batik Poleng\31.jpg,Batik Poleng,224,224,1.0,3,105.57
dataset/train\Batik Poleng\32.jpg,Batik Poleng,224,224,1.0,3,137.2
dataset/train\Batik Poleng\33.jpg,Batik Poleng,224,224,1.0,3,115.21
dataset/train\Batik Poleng\34.jpg,Batik Poleng,224,224,1.0,3,159.56
dataset/train\Batik Poleng\35.jpg,Batik Poleng,224,224,1.0,3,146.88
dataset/train\Batik Poleng\36.jpg,Batik Poleng,224,224,1.0,3,109.37
dataset/train\Batik Poleng\37.jpg,Batik Poleng,224,224,1.0,3,145.35
dataset/train\Batik Poleng\38.jpg,Batik Poleng,224,224,1.0,3,104.04
dataset/train\Batik Poleng\39.jpg,Batik Poleng,224,224,1.0,3,183.68
dataset/train\Batik Poleng\4.jpg,Batik Poleng,224,224,1.0,3,91.59
dataset/train\Batik Poleng\40.jpg,Batik Poleng,224,224,1.0,3,141.56
dataset/train\Batik Poleng\41.jpg,Batik Poleng,224,224,1.0,3,132.91
dataset/train\Batik Poleng\42.jpg,Batik Poleng,224,224,1.0,3,99.48
dataset/train\Batik Poleng\43.jpg,Batik Poleng,224,224,1.0,3,192.96
dataset/train\Batik Poleng\44.jpg,Batik Poleng,224,224,1.0,3,118.51
dataset/train\Batik Poleng\45.jpg,Batik Poleng,224,224,1.0,3,94.71
dataset/train\Batik Poleng\46.jpg,Batik Poleng,224,224,1.0,3,161.84
dataset/train\Batik Poleng\47.jpg,Batik Poleng,224,224,1.0,3,102.83
dataset/train\Batik Poleng\48.jpg,Batik Poleng,224,224,1.0,3,127.28
dataset/train\Batik Poleng\49.jpg,Batik Poleng,224,224,1.0,3,144.03
dataset/train\Batik Poleng\5.jpg,Batik Poleng,224,224,1.0,3,146.63
dataset/train\Batik Poleng\50.jpg,Batik Poleng,224,224,1.0,3,117.37
dataset/train\Batik Poleng\51.jpg,Batik Poleng,224,224,1.0,3,240.47
dataset/train\Batik Poleng\52.jpg,Batik Poleng,224,224,1.0,3,128.33
dataset/train\Batik Poleng\53.jpg,Batik Poleng,224,224,1.0,3,182.81
dataset/train\Batik Poleng\54.jpg,Batik Poleng,224,224,1.0,3,133.91
dataset/train\Batik Poleng\55.jpg,Batik Poleng,224,224,1.0,3,133.19
dataset/train\Batik Poleng\56.jpg,Batik Poleng,224,224,1.0,3,145.31
dataset/train\Batik Poleng\57.jpg,Batik Poleng,224,224,1.0,3,94.12
dataset/train\Batik Poleng\58.jpg,Batik Poleng,224,224,1.0,3,94.6
dataset/train\Batik Poleng\59.jpg,Batik Poleng,224,224,1.0,3,99.5
dataset/train\Batik Poleng\6.jpg,Batik Poleng,224,224,1.0,3,137.8
dataset/train\Batik Poleng\60.jpg,Batik Poleng,224,224,1.0,3,119.63
dataset/train\Batik Poleng\61.jpg,Batik Poleng,224,224,1.0,3,131.78
dataset/train\Batik Poleng\62.jpg,Batik Poleng,224,224,1.0,3,153.4
dataset/train\Batik Poleng\63.jpg,Batik Poleng,224,224,1.0,3,117.8
dataset/train\Batik Poleng\64.jpg,Batik Poleng,224,224,1.0,3,98.55
dataset/train\Batik Poleng\65.jpg,Batik Poleng,224,224,1.0,3,142.75
dataset/train\Batik Poleng\66.jpg,Batik Poleng,224,224,1.0,3,179.65
dataset/train\Batik Poleng\67.jpg,Batik Poleng,224,224,1.0,3,93.19
dataset/train\Batik Poleng\68.jpg,Batik Poleng,224,224,1.0,3,96.8
dataset/train\Batik Poleng\69.jpg,Batik Poleng,224,224,1.0,3,142.24
dataset/train\Batik Poleng\7.jpg,Batik Poleng,224,224,1.0,3,110.1
dataset/train\Batik Poleng\8.jpg,Batik Poleng,224,224,1.0,3,144.53
dataset/train\Batik Poleng\9.jpg,Batik Poleng,224,224,1.0,3,125.39
dataset/train\Batik Sekar Jagad\0.jpg,Batik Sekar Jagad,224,224,1.0,3,138.98
dataset/train\Batik Sekar Jagad\1.jpg,Batik Sekar Jagad,224,224,1.0,3,140.2
dataset/train\Batik Sekar Jagad\10.jpg,Batik Sekar Jagad,224,224,1.0,3,120.65
dataset/train\Batik Sekar Jagad\11.jpg,Batik Sekar Jagad,224,224,1.0,3,133.62
dataset/train\Batik Sekar Jagad\12.jpg,Batik Sekar Jagad,224,224,1.0,3,128.02
dataset/train\Batik Sekar Jagad\13.jpg,Batik Sekar Jagad,224,224,1.0,3,138.88
dataset/train\Batik Sekar Jagad\14.jpg,Batik Sekar Jagad,224,224,1.0,3,75.03
dataset/train\Batik Sekar Jagad\15.jpg,Batik Sekar Jagad,224,224,1.0,3,139.47
dataset/train\Batik Sekar Jagad\16.jpg,Batik Sekar Jagad,224,224,1.0,3,146.26
dataset/train\Batik Sekar Jagad\17.jpg,Batik Sekar Jagad,224,224,1.0,3,109.12
dataset/train\Batik Sekar Jagad\18.jpg,Batik Sekar Jagad,224,224,1.0,3,98.14
dataset/train\Batik Sekar Jagad\19.jpg,Batik Sekar Jagad,224,224,1.0,3,121.86
dataset/train\Batik Sekar Jagad\2.jpg,Batik Sekar Jagad,224,224,1.0,3,112.24
dataset/train\Batik Sekar Jagad\20.jpg,Batik Sekar Jagad,224,224,1.0,3,118.49
dataset/train\Batik Sekar Jagad\21.jpg,Batik Sekar Jagad,224,224,1.0,3,112.24
dataset/train\Batik Sekar Jagad\22.jpg,Batik Sekar Jagad,224,224,1.0,3,93.74
dataset/train\Batik Sekar Jagad\23.jpg,Batik Sekar Jagad,224,224,1.0,3,126.62
dataset/train\Batik Sekar Jagad\24.jpg,Batik Sekar Jagad,224,224,1.0,3,100.89
dataset/train\Batik Sekar Jagad\25.jpg,Batik Sekar Jagad,224,224,1.0,3,91.41
dataset/train\Batik Sekar Jagad\26.jpg,Batik Sekar Jagad,224,224,1.0,3,107.95
dataset/train\Batik Sekar Jagad\27.jpg,Batik Sekar Jagad,224,224,1.0,3,136.67
dataset/train\Batik Sekar Jagad\28.jpg,Batik Sekar Jagad,224,224,1.0,3,127.01
dataset/train\Batik Sekar Jagad\29.jpg,Batik Sekar Jagad,224,224,1.0,3,106.89
dataset/train\Batik Sekar Jagad\3.jpg,Batik Sekar Jagad,224,224,1.0,3,115.75
dataset/train\Batik Sekar Jagad\30.jpg,Batik Sekar Jagad,224,224,1.0,3,95.69
dataset/train\Batik Sekar Jagad\31.jpg,Batik Sekar Jagad,224,224,1.0,3,89.26
dataset/train\Batik Sekar Jagad\32.jpg,Batik Sekar Jagad,224,224,1.0,3,133.76
dataset/train\Batik Sekar Jagad\33.jpg,Batik Sekar Jagad,224,224,1.0,3,116.14
dataset/train\Batik Sekar Jagad\34.jpg,Batik Sekar Jagad,224,224,1.0,3,135.27
dataset/train\Batik Sekar Jagad\35.jpg,Batik Sekar Jagad,224,224,1.0,3,114.74
dataset/train\Batik Sekar Jagad\36.jpg,Batik Sekar Jagad,224,224,1.0,3,112.95
dataset/train\Batik Sekar Jagad\37.jpg,Batik Sekar Jagad,224,224,1.0,3,101.34
dataset/train\Batik Sekar Jagad\38.jpg,Batik Sekar Jagad,224,224,1.0,3,104.98
dataset/train\Batik Sekar Jagad\39.jpg,Batik Sekar Jagad,224,224,1.0,3,94.18
dataset/train\Batik Sekar Jagad\4.jpg,Batik Sekar Jagad,224,224,1.0,3,142.3
dataset/train\Batik Sekar Jagad\40.jpg,Batik Sekar Jagad,224,224,1.0,3,95.64
dataset/train\Batik Sekar Jagad\41.jpg,Batik Sekar Jagad,224,224,1.0,3,147.89
dataset/train\Batik Sekar Jagad\42.jpg,Batik Sekar Jagad,224,224,1.0,3,128.71
dataset/train\Batik Sekar Jagad\43.jpg,Batik Sekar Jagad,224,224,1.0,3,125.52
dataset/train\Batik Sekar Jagad\44.jpg,Batik Sekar Jagad,224,224,1.0,3,133.29
dataset/train\Batik Sekar Jagad\45.jpg,Batik Sekar Jagad,224,224,1.0,3,112.16
dataset/train\Batik Sekar Jagad\46.jpg,Batik Sekar Jagad,224,224,1.0,3,79.32
dataset/train\Batik Sekar Jagad\47.jpg,Batik Sekar Jagad,224,224,1.0,3,137.76
dataset/train\Batik Sekar Jagad\48.jpg,Batik Sekar Jagad,224,224,1.0,3,109.86
dataset/train\Batik Sekar Jagad\49.jpg,Batik Sekar Jagad,224,224,1.0,3,106.89
dataset/train\Batik Sekar Jagad\5.jpg,Batik Sekar Jagad,224,224,1.0,3,92.49
dataset/train\Batik Sekar Jagad\50.jpg,Batik Sekar Jagad,224,224,1.0,3,97.13
dataset/train\Batik Sekar Jagad\51.jpg,Batik Sekar Jagad,224,224,1.0,3,116.02
dataset/train\Batik Sekar Jagad\52.jpg,Batik Sekar Jagad,224,224,1.0,3,124.23
dataset/train\Batik Sekar Jagad\53.jpg,Batik Sekar Jagad,224,224,1.0,3,130.2
dataset/train\Batik Sekar Jagad\54.jpg,Batik Sekar Jagad,224,224,1.0,3,153.2
dataset/train\Batik Sekar Jagad\55.jpg,Batik Sekar Jagad,224,224,1.0,3,116.61
dataset/train\Batik Sekar Jagad\56.jpg,Batik Sekar Jagad,224,224,1.0,3,111.25
